   GoodVibes v3.2 2024/04/17 11:10:30
   Citation: Luchini, G.; Alegre-Requena, J. V.; Funes-Ardoiz, I.; Paton, R. S. F1000Research, 2020, 9, 291.
   GoodVibes version 3.2 DOI: 10.12688/f1000research.22758.1

o  Requested: --spc spc_nbo -c 1 --csv 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/L
   All energetic values below shown in Hartree unless otherwise specified.

   Using vibrational scale factor 1.0 for PBE1PBE/6-31+G(d) level of theory

   Caution! Implicit solvation (SMD/CPCM) detected. Enthalpic and entropic terms cannot be safely separated. Use them at your own risk!

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964

   Combining final single point energy with thermal corrections.

   Structure,E_SPC,E,ZPE,H_SPC,T.S,T.qh-S,G(T)_SPC,qh-G(T)_SPC,
o  J4b_inactive_censo_ensemble_clustered_conf_01_opt,-708.305777,-708.071153,0.248321,-708.042163,0.054074,0.052336,-708.096238,-708.094500,
o  J4b_inactive_censo_ensemble_clustered_conf_05_opt,-708.305074,-708.070308,0.248029,-708.041648,0.054498,0.052591,-708.096146,-708.094239,
o  J4b_inactive_censo_ensemble_clustered_conf_06_opt,-708.305208,-708.070557,0.248539,-708.041363,0.054229,0.052368,-708.095592,-708.093731,
o  J4b_inactive_censo_ensemble_clustered_conf_07_opt,-708.305075,-708.070307,0.248141,-708.041589,0.054446,0.052518,-708.096036,-708.094107,
o  J4b_inactive_censo_ensemble_clustered_conf_10_opt,-708.306002,-708.071440,0.248676,-708.042083,0.053933,0.052182,-708.096016,-708.094265,
o  J4b_pyridinium_censo_ensemble_clustered_conf_01_opt,-707.131857,-706.897875,0.225671,-706.891316,0.053337,0.051622,-706.944653,-706.942938,
o  J4b_pyridinium_censo_ensemble_clustered_conf_04_opt,-707.132065,-706.898059,0.225803,-706.891451,0.053056,0.051456,-706.944506,-706.942906,
o  J4b_reduced_censo_ensemble_clustered_conf_01_opt,-707.880070,-707.646157,0.235664,-707.629347,0.053454,0.051766,-707.682801,-707.681113,
o  J4b_reduced_censo_ensemble_clustered_conf_02_opt,-707.880070,-707.646157,0.235662,-707.629349,0.053454,0.051766,-707.682804,-707.681115,
o  J4b_reduced_censo_ensemble_clustered_conf_03_opt,-707.872459,-707.638828,0.235120,-707.622048,0.054272,0.052286,-707.676321,-707.674335,
o  J6a_inactive_censo_ensemble_clustered_conf_01_opt,-783.506516,-783.241649,0.254111,-783.236198,0.056678,0.054478,-783.292876,-783.290676,
o  J6a_inactive_censo_ensemble_clustered_conf_02_opt,-783.506156,-783.241380,0.254190,-783.235827,0.056500,0.054315,-783.292327,-783.290142,
o  J6a_inactive_censo_ensemble_clustered_conf_03_opt,-783.506175,-783.241387,0.254081,-783.235924,0.056612,0.054390,-783.292536,-783.290314,
o  J6a_inactive_censo_ensemble_clustered_conf_09_opt,-783.505823,-783.240868,0.253686,-783.235819,0.057286,0.054814,-783.293105,-783.290633,
o  J6a_inactive_censo_ensemble_clustered_conf_10_opt,-783.505558,-783.240685,0.254005,-783.235371,0.056538,0.054388,-783.291909,-783.289758,
o  J6a_pyridinium_censo_ensemble_clustered_conf_01_opt,-782.325473,-782.061505,0.231568,-782.078350,0.055644,0.053298,-782.133993,-782.131647,
o  J6a_pyridinium_censo_ensemble_clustered_conf_02_opt,-782.325569,-782.061605,0.231867,-782.078262,0.055210,0.053044,-782.133472,-782.131306,
o  J6a_pyridinium_censo_ensemble_clustered_conf_03_opt,-782.325467,-782.061486,0.231605,-782.078332,0.055569,0.053217,-782.133901,-782.131548,
o  J6a_reduced_censo_ensemble_clustered_conf_02_opt,-783.065050,-782.801118,0.240854,-782.808100,0.056514,0.054253,-782.864614,-782.862353,
o  J6b_inactive_censo_ensemble_clustered_conf_01_opt,-822.788417,-822.511280,0.282203,-822.488531,0.059851,0.057408,-822.548382,-822.545939,
o  J6b_inactive_censo_ensemble_clustered_conf_02_opt,-822.788025,-822.510974,0.281984,-822.488271,0.060255,0.057608,-822.548526,-822.545879,
o  J6b_inactive_censo_ensemble_clustered_conf_03_opt,-822.788538,-822.511482,0.282126,-822.488606,0.060596,0.057709,-822.549202,-822.546315,
o  J6b_inactive_censo_ensemble_clustered_conf_04_opt,-822.788007,-822.510952,0.281797,-822.488397,0.060421,0.057710,-822.548818,-822.546106,
o  J6b_inactive_censo_ensemble_clustered_conf_05_opt,-822.788234,-822.511283,0.282421,-822.488176,0.059900,0.057264,-822.548076,-822.545440,
o  J6b_inactive_censo_ensemble_clustered_conf_06_opt,-822.788553,-822.511497,0.282375,-822.488465,0.060271,0.057491,-822.548737,-822.545956,
o  J6b_inactive_censo_ensemble_clustered_conf_07_opt,-822.788419,-822.511267,0.281933,-822.488725,0.060174,0.057591,-822.548899,-822.546316,
o  J6b_inactive_censo_ensemble_clustered_conf_08_opt,-822.788225,-822.511266,0.282266,-822.488255,0.060187,0.057431,-822.548442,-822.545686,
o  J6b_inactive_censo_ensemble_clustered_conf_09_opt,-822.787656,-822.510365,0.282075,-822.487816,0.060253,0.057628,-822.548069,-822.545444,
o  J6b_inactive_censo_ensemble_clustered_conf_10_opt,-822.787881,-822.510720,0.282580,-822.487675,0.059987,0.057325,-822.547662,-822.544999,
o  J6b_pyridinium_censo_ensemble_clustered_conf_01_opt,-821.612537,-821.336122,0.259228,-821.335897,0.060107,0.057103,-821.396004,-821.393000,
o  J6b_pyridinium_censo_ensemble_clustered_conf_02_opt,-821.612618,-821.336211,0.259164,-821.336034,0.060138,0.057123,-821.396172,-821.393158,
o  J6b_reduced_censo_ensemble_clustered_conf_01_opt,-822.352330,-822.075907,0.268530,-822.065989,0.060268,0.057655,-822.126257,-822.123644,
o  J6b_reduced_censo_ensemble_clustered_conf_02_opt,-822.352149,-822.075849,0.268746,-822.065727,0.059702,0.057285,-822.125429,-822.123012,
o  J6b_reduced_censo_ensemble_clustered_conf_03_opt,-822.352091,-822.075795,0.268631,-822.065740,0.059960,0.057420,-822.125700,-822.123160,
o  F1a_inactive_censo_ensemble_clustered_conf_01_opt,-688.482921,-688.258482,0.263267,-688.204517,0.054969,0.052310,-688.259486,-688.256827,
o  F1a_inactive_censo_ensemble_clustered_conf_02_opt,-688.484059,-688.259787,0.263831,-688.205242,0.054615,0.051969,-688.259858,-688.257211,
o  F1a_inactive_censo_ensemble_clustered_conf_03_opt,-688.484136,-688.259997,0.263455,-688.205552,0.055571,0.052417,-688.261123,-688.257969,
o  F1a_inactive_censo_ensemble_clustered_conf_04_opt,-688.483633,-688.259326,0.263527,-688.205024,0.055042,0.052285,-688.260067,-688.257309,
o  F1a_inactive_censo_ensemble_clustered_conf_05_opt,-688.483640,-688.259386,0.263223,-688.205274,0.055165,0.052312,-688.260439,-688.257586,
o  F1a_inactive_censo_ensemble_clustered_conf_10_opt,-688.483283,-688.258881,0.263858,-688.204449,0.054515,0.051969,-688.258963,-688.256418,
o  F1a_pyridinium_censo_ensemble_clustered_conf_01_opt,-687.302257,-687.078884,0.241567,-687.046442,0.053189,0.050631,-687.099631,-687.097074,
o  F1a_pyridinium_censo_ensemble_clustered_conf_07_opt,-687.302189,-687.078791,0.241738,-687.046223,0.053217,0.050550,-687.099440,-687.096773,
o  F1a_pyridinium_censo_ensemble_clustered_conf_10_opt,-687.301773,-687.078452,0.241541,-687.045954,0.053292,0.050646,-687.099247,-687.096601,
o  F1a_reduced_censo_ensemble_clustered_conf_01_opt,-688.035889,-687.812462,0.249912,-687.770859,0.056000,0.052706,-687.826859,-687.823564,
o  F1a_reduced_censo_ensemble_clustered_conf_05_opt,-688.033584,-687.810005,0.249913,-687.768565,0.055436,0.052379,-687.824001,-687.820943,
o  F1b_inactive_censo_ensemble_clustered_conf_01_opt,-727.764869,-727.528146,0.291301,-727.456907,0.058274,0.055348,-727.515181,-727.512256,
o  F1b_inactive_censo_ensemble_clustered_conf_02_opt,-727.764473,-727.527744,0.291657,-727.456240,0.057822,0.055084,-727.514062,-727.511324,
o  F1b_inactive_censo_ensemble_clustered_conf_03_opt,-727.766440,-727.529957,0.292373,-727.457732,0.057126,0.054471,-727.514859,-727.512204,
o  F1b_inactive_censo_ensemble_clustered_conf_04_opt,-727.766014,-727.529451,0.291742,-727.457699,0.058091,0.055096,-727.515790,-727.512795,
o  F1b_inactive_censo_ensemble_clustered_conf_05_opt,-727.766038,-727.529559,0.291549,-727.457907,0.058294,0.055203,-727.516201,-727.513111,
o  F1b_inactive_censo_ensemble_clustered_conf_06_opt,-727.765832,-727.529187,0.292196,-727.457248,0.057104,0.054524,-727.514352,-727.511772,
o  F1b_inactive_censo_ensemble_clustered_conf_08_opt,-727.766105,-727.529607,0.291787,-727.457806,0.057850,0.054894,-727.515657,-727.512701,
o  F1b_inactive_censo_ensemble_clustered_conf_10_opt,-727.765597,-727.529118,0.291895,-727.457152,0.058386,0.055141,-727.515538,-727.512293,
o  F1b_pyridinium_censo_ensemble_clustered_conf_01_opt,-726.589128,-726.353373,0.268572,-726.304303,0.058373,0.054985,-726.362676,-726.359288,
o  F1b_pyridinium_censo_ensemble_clustered_conf_02_opt,-726.589147,-726.353391,0.269061,-726.303982,0.057505,0.054430,-726.361487,-726.358412,
o  F1b_pyridinium_censo_ensemble_clustered_conf_03_opt,-726.589148,-726.353270,0.269018,-726.304044,0.057215,0.054268,-726.361259,-726.358312,
o  F1b_pyridinium_censo_ensemble_clustered_conf_06_opt,-726.589177,-726.353397,0.268933,-726.304127,0.057421,0.054369,-726.361548,-726.358496,
o  F1b_pyridinium_censo_ensemble_clustered_conf_09_opt,-726.588715,-726.352982,0.268858,-726.303639,0.058125,0.054717,-726.361764,-726.358356,
o  F1b_pyridinium_censo_ensemble_clustered_conf_10_opt,-726.588718,-726.352943,0.268922,-726.303619,0.058669,0.055026,-726.362288,-726.358645,
o  F1b_reduced_censo_ensemble_clustered_conf_01_opt,-727.322861,-727.087162,0.277531,-727.028562,0.058928,0.055741,-727.087490,-727.084303,
o  F1b_reduced_censo_ensemble_clustered_conf_02_opt,-727.322861,-727.087161,0.277539,-727.028557,0.058872,0.055711,-727.087430,-727.084269,
o  F1b_reduced_censo_ensemble_clustered_conf_03_opt,-727.322861,-727.087161,0.277534,-727.028559,0.058849,0.055704,-727.087408,-727.084264,
o  F1b_reduced_censo_ensemble_clustered_conf_04_opt,-727.322861,-727.087161,0.277544,-727.028555,0.058877,0.055710,-727.087432,-727.084265,
o  F1b_reduced_censo_ensemble_clustered_conf_05_opt,-727.320524,-727.084682,0.277983,-727.025929,0.059947,0.056000,-727.085875,-727.081929,
o  F1b_reduced_censo_ensemble_clustered_conf_06_opt,-727.320525,-727.084682,0.277982,-727.025928,0.060154,0.056103,-727.086083,-727.082031,
o  F1b_reduced_censo_ensemble_clustered_conf_07_opt,-727.320524,-727.084682,0.277981,-727.025929,0.059943,0.056000,-727.085873,-727.081929,
o  F1b_reduced_censo_ensemble_clustered_conf_08_opt,-727.320529,-727.084650,0.277622,-727.026205,0.058789,0.055499,-727.084994,-727.081704,
o  F1b_reduced_censo_ensemble_clustered_conf_09_opt,-727.320529,-727.084650,0.277620,-727.026207,0.058788,0.055499,-727.084995,-727.081706,
o  F1b_reduced_censo_ensemble_clustered_conf_10_opt,-727.320528,-727.084650,0.277619,-727.026208,0.058782,0.055496,-727.084990,-727.081704,
o  F2a_inactive_censo_ensemble_clustered_conf_02_opt,-612.041819,-611.850780,0.234778,-611.793433,0.051280,0.049180,-611.844713,-611.842612,
o  F2a_inactive_censo_ensemble_clustered_conf_09_opt,-612.041819,-611.850780,0.234777,-611.793433,0.051282,0.049181,-611.844716,-611.842614,
o  F2a_inactive_censo_ensemble_clustered_conf_10_opt,-612.041865,-611.850726,0.235001,-611.793306,0.050971,0.049059,-611.844277,-611.842365,
o  F2a_pyridinium_censo_ensemble_clustered_conf_01_opt,-610.855511,-610.665235,0.212336,-610.630223,0.050042,0.047954,-610.680265,-610.678177,
o  F2a_pyridinium_censo_ensemble_clustered_conf_02_opt,-610.857019,-610.666932,0.212905,-610.631282,0.050055,0.047829,-610.681337,-610.679111,
o  F2a_pyridinium_censo_ensemble_clustered_conf_08_opt,-610.857019,-610.666932,0.212905,-610.631282,0.050054,0.047829,-610.681336,-610.679111,
o  F2a_pyridinium_censo_ensemble_clustered_conf_10_opt,-610.855724,-610.665347,0.212411,-610.630454,0.049879,0.047831,-610.680334,-610.678285,
o  F2a_reduced_censo_ensemble_clustered_conf_04_opt,-611.598729,-611.408122,0.221981,-611.363225,0.051959,0.049288,-611.415184,-611.412513,
o  F2b_inactive_censo_ensemble_clustered_conf_01_opt,-651.322685,-651.119073,0.262611,-651.044859,0.054851,0.052477,-651.099710,-651.097335,
o  F2b_inactive_censo_ensemble_clustered_conf_02_opt,-651.322930,-651.119387,0.263104,-651.044715,0.054576,0.052214,-651.099291,-651.096930,
o  F2b_inactive_censo_ensemble_clustered_conf_03_opt,-651.324324,-651.120953,0.263567,-651.045783,0.054082,0.051799,-651.099865,-651.097582,
o  F2b_inactive_censo_ensemble_clustered_conf_04_opt,-651.323627,-651.120199,0.263128,-651.045418,0.054565,0.052240,-651.099983,-651.097658,
o  F2b_inactive_censo_ensemble_clustered_conf_09_opt,-651.323770,-651.120429,0.263141,-651.045533,0.054618,0.052186,-651.100152,-651.097719,
o  F2b_inactive_censo_ensemble_clustered_conf_10_opt,-651.323899,-651.120614,0.263290,-651.045502,0.055019,0.052311,-651.100521,-651.097813,
o  F2b_pyridinium_censo_ensemble_clustered_conf_01_opt,-650.142796,-649.940019,0.239745,-649.888238,0.054551,0.051928,-649.942789,-649.940165,
o  F2b_pyridinium_censo_ensemble_clustered_conf_02_opt,-650.144327,-649.941740,0.240267,-649.889392,0.053781,0.051434,-649.943173,-649.940826,
o  F2b_pyridinium_censo_ensemble_clustered_conf_06_opt,-650.143163,-649.940370,0.240384,-649.888104,0.054255,0.051660,-649.942359,-649.939764,
o  F2b_pyridinium_censo_ensemble_clustered_conf_09_opt,-650.144297,-649.941767,0.240369,-649.889210,0.054545,0.051755,-649.943755,-649.940965,
o  F2b_pyridinium_censo_ensemble_clustered_conf_10_opt,-650.144297,-649.941767,0.240369,-649.889210,0.054547,0.051756,-649.943757,-649.940966,
o  F2b_reduced_censo_ensemble_clustered_conf_01_opt,-650.886119,-650.683018,0.249559,-650.621417,0.055289,0.052432,-650.676706,-650.673849,
o  F5a_inactive_censo_ensemble_clustered_conf_01_opt,-707.884835,-707.658453,0.237650,-707.632575,0.054552,0.051639,-707.687127,-707.684214,
o  F5a_inactive_censo_ensemble_clustered_conf_05_opt,-707.886039,-707.659930,0.238112,-707.633453,0.054228,0.051296,-707.687681,-707.684750,
o  F5a_inactive_censo_ensemble_clustered_conf_10_opt,-707.885831,-707.659672,0.238289,-707.633108,0.053770,0.051135,-707.686879,-707.684243,
o  F5a_pyridinium_censo_ensemble_clustered_conf_03_opt,-706.707478,-706.482162,0.216187,-706.477609,0.052521,0.049803,-706.530131,-706.527413,
o  F5a_reduced_censo_ensemble_clustered_conf_01_opt,-707.428360,-707.203389,0.224790,-707.189270,0.053628,0.050935,-707.242897,-707.240204,
o  F5a_reduced_censo_ensemble_clustered_conf_04_opt,-707.428251,-707.203439,0.225028,-707.188950,0.053763,0.050989,-707.242713,-707.239939,
o  F5a_reduced_censo_ensemble_clustered_conf_10_opt,-707.428333,-707.203366,0.224766,-707.189219,0.054373,0.051275,-707.243592,-707.240494,
o  F5b_inactive_censo_ensemble_clustered_conf_10_opt,-747.168002,-746.929589,0.266616,-746.885517,0.056789,0.053902,-746.942306,-746.939419,
o  F5b_pyridinium_censo_ensemble_clustered_conf_07_opt,-745.994063,-745.756316,0.243277,-745.735117,0.057728,0.054106,-745.792845,-745.789223,
o  F5b_reduced_censo_ensemble_clustered_conf_04_opt,-746.714627,-746.477553,0.252643,-746.446071,0.057365,0.054208,-746.503436,-746.500279,
o  F5b_reduced_censo_ensemble_clustered_conf_10_opt,-746.714859,-746.477623,0.252572,-746.446379,0.057128,0.054136,-746.503508,-746.500516,
o  F3a_inactive_censo_ensemble_clustered_conf_01_opt,-672.416534,-672.202977,0.273937,-672.127143,0.056228,0.053211,-672.183371,-672.180355,
o  F3a_inactive_censo_ensemble_clustered_conf_02_opt,-672.416662,-672.203168,0.273853,-672.127425,0.056111,0.053008,-672.183536,-672.180432,
o  F3a_inactive_censo_ensemble_clustered_conf_03_opt,-672.413071,-672.199523,0.273387,-672.124251,0.055507,0.052871,-672.179758,-672.177122,
o  F3a_inactive_censo_ensemble_clustered_conf_04_opt,-672.414110,-672.200781,0.274027,-672.124783,0.055396,0.052661,-672.180179,-672.177444,
o  F3a_inactive_censo_ensemble_clustered_conf_10_opt,-672.414324,-672.201055,0.273723,-672.125195,0.056434,0.053181,-672.181629,-672.178376,
o  F3a_pyridinium_censo_ensemble_clustered_conf_01_opt,-671.233671,-671.021181,0.251632,-670.967450,0.053912,0.051258,-671.021362,-671.018708,
o  F3a_pyridinium_censo_ensemble_clustered_conf_02_opt,-671.233671,-671.021181,0.251631,-670.967451,0.053916,0.051259,-671.021367,-671.018710,
o  F3a_pyridinium_censo_ensemble_clustered_conf_03_opt,-671.233671,-671.021181,0.251631,-670.967450,0.053915,0.051259,-671.021366,-671.018710,
o  F3a_pyridinium_censo_ensemble_clustered_conf_04_opt,-671.232600,-671.019900,0.251452,-670.966501,0.054177,0.051404,-671.020678,-671.017905,
o  F3a_pyridinium_censo_ensemble_clustered_conf_07_opt,-671.233671,-671.021181,0.251633,-670.967450,0.053912,0.051258,-671.021362,-671.018707,
o  F3a_pyridinium_censo_ensemble_clustered_conf_08_opt,-671.233683,-671.021151,0.251740,-670.967345,0.054512,0.051554,-671.021857,-671.018900,
o  F3a_pyridinium_censo_ensemble_clustered_conf_09_opt,-671.233683,-671.021151,0.251740,-670.967345,0.054518,0.051557,-671.021863,-671.018902,
o  F3a_pyridinium_censo_ensemble_clustered_conf_10_opt,-671.232731,-671.019950,0.251700,-670.966426,0.054252,0.051445,-671.020679,-671.017871,
o  F3a_reduced_censo_ensemble_clustered_conf_01_opt,-671.972323,-671.759565,0.260631,-671.696369,0.056066,0.053057,-671.752435,-671.749426,
o  F3a_reduced_censo_ensemble_clustered_conf_02_opt,-671.972323,-671.759565,0.260632,-671.696369,0.056063,0.053056,-671.752433,-671.749425,
o  F3a_reduced_censo_ensemble_clustered_conf_03_opt,-671.972323,-671.759565,0.260632,-671.696368,0.056073,0.053060,-671.752441,-671.749428,
o  F3a_reduced_censo_ensemble_clustered_conf_04_opt,-671.972323,-671.759565,0.260631,-671.696370,0.056065,0.053057,-671.752435,-671.749427,
o  F3a_reduced_censo_ensemble_clustered_conf_05_opt,-671.972323,-671.759565,0.260630,-671.696370,0.056066,0.053058,-671.752437,-671.749428,
o  F3a_reduced_censo_ensemble_clustered_conf_06_opt,-671.972323,-671.759565,0.260631,-671.696370,0.056066,0.053057,-671.752436,-671.749427,
o  F3a_reduced_censo_ensemble_clustered_conf_07_opt,-671.972323,-671.759565,0.260631,-671.696370,0.056066,0.053057,-671.752436,-671.749427,
o  F3a_reduced_censo_ensemble_clustered_conf_08_opt,-671.971974,-671.759346,0.260599,-671.696027,0.056330,0.053179,-671.752358,-671.749207,
o  F3a_reduced_censo_ensemble_clustered_conf_09_opt,-671.971975,-671.759346,0.260596,-671.696028,0.056360,0.053194,-671.752388,-671.749222,
o  F3a_reduced_censo_ensemble_clustered_conf_10_opt,-671.971973,-671.759346,0.260596,-671.696029,0.056339,0.053183,-671.752368,-671.749212,
o  F3b_inactive_censo_ensemble_clustered_conf_01_opt,-711.698383,-711.472544,0.302116,-711.379424,0.058599,0.055730,-711.438023,-711.435154,
o  F3b_inactive_censo_ensemble_clustered_conf_02_opt,-711.699013,-711.473226,0.302563,-711.379705,0.058259,0.055433,-711.437964,-711.435138,
o  F3b_inactive_censo_ensemble_clustered_conf_04_opt,-711.698487,-711.472703,0.301827,-711.379747,0.059080,0.055930,-711.438827,-711.435677,
o  F3b_inactive_censo_ensemble_clustered_conf_05_opt,-711.695063,-711.469266,0.301807,-711.376348,0.059147,0.055956,-711.435495,-711.432304,
o  F3b_inactive_censo_ensemble_clustered_conf_06_opt,-711.696035,-711.470405,0.301997,-711.377255,0.058372,0.055574,-711.435627,-711.432829,
o  F3b_inactive_censo_ensemble_clustered_conf_07_opt,-711.696177,-711.470588,0.301475,-711.377689,0.060332,0.056542,-711.438020,-711.434231,
o  F3b_inactive_censo_ensemble_clustered_conf_08_opt,-711.696165,-711.470680,0.302137,-711.377137,0.060233,0.056314,-711.437370,-711.433452,
o  F3b_inactive_censo_ensemble_clustered_conf_09_opt,-711.696164,-711.470582,0.301558,-711.377646,0.059662,0.056169,-711.437309,-711.433815,
o  F3b_inactive_censo_ensemble_clustered_conf_10_opt,-711.696165,-711.470680,0.302137,-711.377137,0.060236,0.056316,-711.437373,-711.433453,
o  F3b_pyridinium_censo_ensemble_clustered_conf_01_opt,-710.519195,-710.294104,0.278805,-710.223775,0.058960,0.055617,-710.282734,-710.279392,
o  F3b_pyridinium_censo_ensemble_clustered_conf_03_opt,-710.520673,-710.295774,0.279393,-710.224935,0.057697,0.054813,-710.282631,-710.279747,
o  F3b_pyridinium_censo_ensemble_clustered_conf_04_opt,-710.520673,-710.295773,0.279393,-710.224934,0.057698,0.054813,-710.282633,-710.279748,
o  F3b_pyridinium_censo_ensemble_clustered_conf_05_opt,-710.520607,-710.295654,0.279051,-710.225035,0.059180,0.055582,-710.284215,-710.280617,
o  F3b_pyridinium_censo_ensemble_clustered_conf_08_opt,-710.520604,-710.295653,0.278974,-710.225073,0.059651,0.055813,-710.284724,-710.280887,
o  F3b_pyridinium_censo_ensemble_clustered_conf_09_opt,-710.520607,-710.295654,0.279051,-710.225035,0.059181,0.055583,-710.284216,-710.280618,
o  F3b_pyridinium_censo_ensemble_clustered_conf_10_opt,-710.520654,-710.295695,0.279236,-710.224975,0.058309,0.055094,-710.283285,-710.280069,
o  F3b_reduced_censo_ensemble_clustered_conf_10_opt,-711.256468,-711.031765,0.288286,-710.951336,0.059181,0.055884,-711.010516,-711.007220,
o  F4a_inactive_censo_ensemble_clustered_conf_01_opt,-633.119793,-632.918794,0.245567,-632.860252,0.052521,0.050135,-632.912773,-632.910387,
o  F4a_inactive_censo_ensemble_clustered_conf_10_opt,-633.119852,-632.918971,0.245446,-632.860389,0.052576,0.050101,-632.912965,-632.910490,
o  F4a_pyridinium_censo_ensemble_clustered_conf_01_opt,-631.938274,-631.738042,0.223111,-631.701911,0.050755,0.048564,-631.752666,-631.750475,
